km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,age,selling_price
64000.0,Petrol,Dealer,Manual,First Owner,20.65,1462.0,103.25,5,2,850000.0
63000.0,Diesel,Dealer,Manual,First Owner,27.3,1498.0,98.6,5,5,525000.0
127700.0,Diesel,Dealer,Automatic,Second Owner,11.36,2755.0,171.5,7,4,1650000.0
99000.0,Diesel,Dealer,Manual,First Owner,12.99,2494.0,100.6,7,4,950000.0
33900.0,Diesel,Dealer,Automatic,Second Owner,17.68,1968.0,174.33,5,7,1750000.0
25000.0,Petrol,Dealer,Automatic,First Owner,14.28,1798.0,138.03,5,2,1590000.0
50000.0,Diesel,Dealer,Automatic,First Owner,18.53,1968.0,187.74,5,7,1689999.0
59000.0,Diesel,Dealer,Automatic,First Owner,14.84,2143.0,170.0,5,7,1425000.0
120000.0,Diesel,Individual,Manual,First Owner,21.12,1248.0,88.8,5,9,265000.0
110000.0,Petrol,Individual,Manual,Third Owner,20.36,1197.0,78.9,5,9,190000.0
60000.0,Diesel,Individual,Manual,First Owner,21.27,1396.0,88.76,5,7,425000.0
147000.0,Diesel,Individual,Manual,Second Owner,26.59,1248.0,74.0,5,5,630000.0
25000.0,Petrol,Individual,Manual,Third Owner,18.16,1196.0,86.8,5,3,600000.0
30000.0,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5,1,650000.0
40000.0,Diesel,Individual,Manual,First Owner,22.0,1498.0,108.495,5,4,540000.0
135000.0,Diesel,Individual,Manual,First Owner,25.1,1498.0,98.6,5,5,630000.0
30000.0,Petrol,Individual,Automatic,First Owner,20.51,998.0,67.0,5,2,448000.0
80000.0,Diesel,Individual,Manual,First Owner,21.66,1498.0,108.62,5,3,500000.0
70000.0,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5,4,745000.0
9850.0,Diesel,Individual,Automatic,First Owner,24.3,1248.0,88.5,5,1,1025000.0
60000.0,Petrol,Individual,Manual,Second Owner,20.36,1197.0,78.9,5,9,235000.0
70000.0,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5,4,630000.0
78000.0,Diesel,Individual,Manual,Second Owner,12.55,2982.0,168.5,7,5,1700000.0
120000.0,Diesel,Individual,Manual,Second Owner,22.9,1248.0,74.0,5,7,450000.0
120000.0,Petrol,Individual,Manual,Second Owner,16.02,1373.0,93.7,7,8,450000.0
170000.0,Diesel,Individual,Manual,First Owner,20.54,1598.0,103.6,5,7,450000.0
140000.0,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.6,8,4,1200000.0
90000.0,Diesel,Individual,Manual,First Owner,22.77,1498.0,98.59,5,5,610000.0
30000.0,Petrol,Individual,Automatic,Second Owner,15.71,1998.0,189.0,5,4,2500000.0
10000.0,Petrol,Dealer,Manual,First Owner,23.1,998.0,67.04,5,3,484999.0
49000.0,Petrol,Dealer,Manual,First Owner,19.02,1198.0,67.05,5,4,275000.0
32000.0,Petrol,Dealer,Manual,First Owner,24.7,796.0,47.3,5,4,315000.0
38000.0,Petrol,Dealer,Manual,First Owner,24.7,796.0,47.3,5,4,275000.0
28000.0,Petrol,Dealer,Manual,First Owner,19.81,1086.0,68.05,5,8,290000.0
32000.0,Petrol,Dealer,Manual,First Owner,14.0,796.0,35.0,5,3,280000.0
44000.0,LPG,Dealer,Manual,First Owner,26.2,998.0,58.2,5,10,225000.0
42000.0,Petrol,Dealer,Manual,First Owner,16.47,1198.0,74.0,5,5,455000.0
45000.0,Petrol,Dealer,Manual,Second Owner,19.81,1086.0,68.05,5,5,351000.0
12000.0,Petrol,Dealer,Manual,Second Owner,15.04,1598.0,103.6,5,8,535000.0
55500.0,Petrol,Dealer,Manual,First Owner,18.2,998.0,67.1,5,11,175000.0
61500.0,Petrol,Dealer,Manual,First Owner,18.5,1197.0,82.85,5,7,525000.0
150000.0,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5,4,600000.0
72000.0,Petrol,Dealer,Automatic,First Owner,19.1,1197.0,82.0,5,4,565000.0
68000.0,Petrol,Dealer,Manual,Third Owner,19.7,796.0,46.3,5,12,120000.0
110000.0,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5,3,725000.0
77000.0,Petrol,Dealer,Manual,Second Owner,21.79,998.0,67.05,5,11,185000.0
100000.0,Diesel,Individual,Manual,Second Owner,18.8,1248.0,90.0,5,10,200000.0
10000.0,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,5,1,615000.0
100000.0,Petrol,Individual,Manual,Third Owner,15.37,1196.0,73.0,7,4,270000.0
35000.0,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5,2,610000.0
70000.0,Diesel,Individual,Automatic,Second Owner,11.79,2179.0,120.0,8,6,625000.0
5000.0,Petrol,Individual,Manual,Second Owner,19.0,1194.0,94.68,5,0,400000.0
37800.0,Petrol,Individual,Manual,First Owner,17.0,1591.0,121.3,5,3,866000.0
114000.0,Petrol,Individual,Manual,First Owner,14.3,1798.0,160.0,5,10,700000.0
48000.0,Petrol,Individual,Manual,First Owner,15.8,1172.0,65.0,5,10,300000.0
32000.0,Diesel,Individual,Manual,First Owner,15.1,2179.0,155.0,7,1,1700000.0
100000.0,Diesel,Individual,Manual,First Owner,19.09,1405.0,69.01,5,4,375000.0
150000.0,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.32,5,7,522000.0
69000.0,Diesel,Individual,Manual,First Owner,21.9,1396.0,88.76,5,7,451999.0
100000.0,Petrol,Individual,Manual,Second Owner,14.53,1798.0,138.1,5,11,300000.0
13000.0,Petrol,Individual,Manual,First Owner,21.63,998.0,67.04,5,0,475000.0
60000.0,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5,4,780000.0
40000.0,Petrol,Individual,Manual,First Owner,20.85,1197.0,83.14,5,3,595000.0
35000.0,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5,3,440000.0
70000.0,Diesel,Individual,Manual,Third Owner,20.45,1461.0,83.8,5,6,400000.0
50000.0,Diesel,Individual,Manual,First Owner,19.67,1582.0,126.2,5,4,1140000.0
76139.0,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5,3,850000.0
175000.0,Diesel,Individual,Manual,Fourth & Above Owner,19.3,1248.0,73.9,5,8,370000.0
25000.0,Petrol,Individual,Manual,First Owner,23.01,999.0,67.0,5,2,350000.0
40000.0,Petrol,Individual,Manual,Second Owner,23.1,998.0,67.04,5,5,360000.0
65000.0,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796.0,46.3,5,12,105000.0
90000.0,Diesel,Individual,Manual,Second Owner,20.77,1248.0,88.76,7,7,625000.0
80000.0,Petrol,Individual,Manual,Second Owner,17.92,1086.0,62.1,5,11,135000.0
110000.0,Diesel,Individual,Manual,Second Owner,20.77,1248.0,88.76,7,5,700000.0
1303.0,Petrol,Dealer,Manual,First Owner,17.8,1198.0,86.7,5,1,690000.0
31800.0,Diesel,Dealer,Automatic,First Owner,17.01,1968.0,188.0,5,2,3975000.0
20000.0,Petrol,Dealer,Automatic,First Owner,22.37,2487.0,214.56,5,1,5150000.0
45000.0,Diesel,Dealer,Automatic,First Owner,19.33,1999.0,177.0,5,3,3200000.0
17000.0,Petrol,Individual,Automatic,First Owner,9.5,3604.0,280.0,5,3,4100000.0
21000.0,Diesel,Dealer,Automatic,First Owner,12.83,1999.0,148.31,7,1,4500000.0
37000.0,Diesel,Dealer,Automatic,First Owner,13.5,2987.0,254.79,5,3,6000000.0
29500.0,Diesel,Dealer,Automatic,First Owner,22.48,1995.0,187.74,5,2,3790000.0
7500.0,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5,1,5800000.0
50000.0,Petrol,Dealer,Automatic,First Owner,14.67,1798.0,177.46,5,2,1864999.0
35000.0,Diesel,Dealer,Automatic,First Owner,15.0,2143.0,204.0,5,4,2700000.0
19000.0,Petrol,Dealer,Automatic,First Owner,13.96,1451.0,141.0,5,1,1750000.0
41000.0,Petrol,Dealer,Automatic,First Owner,18.0,1497.0,117.6,5,3,795000.0
39000.0,Petrol,Dealer,Automatic,First Owner,14.28,1798.0,138.03,5,7,625000.0
22000.0,Diesel,Dealer,Automatic,First Owner,18.0,1969.0,190.0,5,2,3400000.0
53000.0,Diesel,Dealer,Automatic,First Owner,12.07,2967.0,241.4,7,5,2650000.0
40000.0,Diesel,Dealer,Manual,First Owner,26.21,1248.0,88.5,5,5,535000.0
47000.0,Diesel,Dealer,Automatic,First Owner,13.5,2987.0,282.0,5,3,5850000.0
72200.0,Petrol,Dealer,Automatic,Second Owner,10.8,2497.0,150.0,5,10,975000.0
49900.0,Petrol,Dealer,Manual,First Owner,16.3,1797.0,147.5,5,4,805000.0
9000.0,Diesel,Dealer,Automatic,First Owner,13.6,1999.0,177.0,5,3,2625000.0
11000.0,Petrol,Dealer,Manual,First Owner,17.0,1198.0,108.5,5,2,811000.0
49000.0,Petrol,Individual,Manual,First Owner,15.04,1598.0,103.6,5,9,375000.0
95000.0,Petrol,Individual,Manual,First Owner,16.3,1797.0,147.5,5,8,550000.0
11000.0,Petrol,Dealer,Automatic,First Owner,14.3,1598.0,103.5,5,4,645000.0
18000.0,Petrol,Dealer,Automatic,First Owner,15.04,1991.0,183.0,5,2,2550000.0
46100.0,Petrol,Dealer,Manual,First Owner,16.02,1373.0,93.7,7,6,599000.0
16000.0,Petrol,Dealer,Automatic,First Owner,14.74,1991.0,181.04,5,3,2700000.0
18000.0,Petrol,Dealer,Automatic,First Owner,15.6,1497.0,116.3,5,3,875000.0
9654.0,Petrol,Dealer,Automatic,First Owner,19.56,1197.0,81.8,5,1,894999.0
11000.0,Petrol,Dealer,Manual,First Owner,23.95,998.0,67.05,5,9,175000.0
24300.0,Petrol,Dealer,Manual,First Owner,21.21,1197.0,81.8,5,8,340000.0
42163.0,Diesel,Dealer,Automatic,Second Owner,11.36,2755.0,171.5,7,4,1525000.0
8000.0,Diesel,Dealer,Automatic,First Owner,21.5,1497.0,108.5,5,2,1025000.0
30000.0,Diesel,Dealer,Automatic,First Owner,22.69,1995.0,190.0,5,4,2150000.0
41000.0,Petrol,Dealer,Automatic,First Owner,19.16,2494.0,157.7,5,4,1900000.0
12000.0,Diesel,Dealer,Automatic,First Owner,18.12,1995.0,190.0,5,4,2900000.0
71000.0,Petrol,Dealer,Automatic,First Owner,12.1,2362.0,164.7,5,11,450000.0
20000.0,Petrol,Individual,Manual,First Owner,17.5,1373.0,91.1,7,4,850000.0
30000.0,Petrol,Individual,Automatic,First Owner,42.0,1969.0,400.0,4,3,10000000.0
100000.0,Diesel,Individual,Manual,Second Owner,20.54,1598.0,103.6,5,9,300000.0
9500.0,Petrol,Individual,Manual,First Owner,18.16,1196.0,86.8,5,2,575000.0
120000.0,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,5,9,160000.0
36600.0,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5,5,515000.0
50000.0,Petrol,Individual,Automatic,Second Owner,20.51,998.0,67.0,5,5,390000.0
14000.0,Petrol,Individual,Manual,Second Owner,18.6,1197.0,81.83,5,4,550000.0
40000.0,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4,21,40000.0
120000.0,Diesel,Individual,Manual,First Owner,21.1,1248.0,73.9,5,10,220000.0
70000.0,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5,5,425000.0
13000.0,Petrol,Individual,Manual,First Owner,19.44,999.0,75.0,5,1,480000.0
60000.0,Petrol,Individual,Manual,Second Owner,18.9,1197.0,82.0,5,6,400000.0
35000.0,Petrol,Individual,Manual,First Owner,19.1,1197.0,85.8,5,6,487000.0
44000.0,Petrol,Individual,Manual,Second Owner,19.1,1197.0,82.0,5,4,386000.0
120000.0,Petrol,Individual,Manual,Second Owner,13.0,1493.0,100.0,5,15,100000.0
60000.0,Diesel,Individual,Manual,First Owner,21.43,1364.0,87.2,5,10,300000.0
60000.0,Petrol,Individual,Manual,First Owner,18.5,796.0,53.0,5,20,100000.0
30000.0,Diesel,Individual,Manual,Second Owner,13.0,2982.0,168.5,7,6,1750000.0
15000.0,Petrol,Individual,Manual,Second Owner,18.15,1198.0,82.0,6,4,450000.0
90000.0,Diesel,Individual,Manual,First Owner,22.95,1248.0,74.0,5,3,490000.0
47000.0,Petrol,Individual,Manual,Second Owner,17.0,1497.0,118.0,5,11,345000.0
90000.0,Petrol,Individual,Manual,First Owner,17.3,993.0,60.0,5,15,85000.0
120600.0,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,5,10,215000.0
100000.0,Petrol,Individual,Manual,Third Owner,16.2,1599.0,103.2,5,10,320000.0
60000.0,Petrol,Individual,Manual,Second Owner,20.85,1197.0,83.14,5,4,459999.0
86000.0,Petrol,Individual,Manual,First Owner,15.3,1341.0,83.0,5,15,65000.0
5000.0,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.86,5,0,720000.0
37000.0,Diesel,Individual,Manual,First Owner,28.09,1248.0,88.5,5,3,800000.0
14000.0,Petrol,Individual,Manual,First Owner,20.3,1199.0,84.0,5,1,520000.0
70000.0,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.76,7,5,580000.0
50000.0,Petrol,Individual,Manual,First Owner,17.4,1497.0,117.3,5,5,600000.0
60000.0,Petrol,Individual,Manual,Second Owner,19.4,1198.0,86.8,5,6,290000.0
50000.0,CNG,Individual,Manual,First Owner,26.6,998.0,58.16,5,4,360000.0
50000.0,Petrol,Individual,Manual,First Owner,20.85,1197.0,83.14,5,3,550000.0
70000.0,Petrol,Individual,Manual,First Owner,18.5,1197.0,82.85,5,7,375000.0
35000.0,Petrol,Individual,Automatic,First Owner,20.51,998.0,67.0,5,2,420000.0
20000.0,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,5,3,550000.0
20000.0,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5,2,270000.0
7800.0,Petrol,Individual,Automatic,First Owner,22.0,1197.0,81.8,5,2,700000.0
20000.0,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5,3,500000.0
15000.0,Diesel,Individual,Manual,First Owner,17.6,2179.0,147.94,7,1,1250000.0
31377.0,Petrol,Individual,Manual,Second Owner,18.5,1197.0,82.85,5,7,320000.0
50000.0,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5,2,700000.0
60000.0,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5,5,290000.0
100000.0,Petrol,Individual,Automatic,First Owner,14.53,1794.0,138.1,5,8,550000.0
60000.0,Petrol,Individual,Manual,First Owner,19.4,1198.0,86.8,5,8,265000.0
5000.0,Petrol,Individual,Automatic,First Owner,21.4,1197.0,83.1,5,2,830000.0
60000.0,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,7,3,800000.0
25000.0,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5,9,160000.0
30000.0,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5,2,335000.0
80000.0,Petrol,Individual,Manual,Second Owner,20.63,1198.0,67.0,5,3,329000.0
75000.0,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5,3,775000.0
32000.0,Petrol,Individual,Manual,First Owner,20.14,1197.0,81.86,5,0,524000.0
40000.0,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5,5,245000.0
93000.0,Petrol,Individual,Manual,Second Owner,17.0,1197.0,80.0,5,8,275000.0
60000.0,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,5,2,520000.0
37000.0,Petrol,Individual,Manual,First Owner,16.95,1498.0,97.7,5,6,550000.0
15000.0,Petrol,Individual,Manual,First Owner,17.0,1497.0,121.36,5,2,910000.0
80000.0,Petrol,Individual,Manual,First Owner,19.49,1198.0,67.04,5,5,300000.0
140000.0,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5,4,350000.0
70000.0,Diesel,Individual,Manual,First Owner,12.83,2696.0,162.0,7,7,900000.0
120000.0,Diesel,Individual,Manual,Second Owner,17.21,1493.0,100.0,7,7,300000.0
110000.0,Diesel,Individual,Manual,Second Owner,21.1,1248.0,73.9,5,10,250000.0
37000.0,Diesel,Individual,Manual,First Owner,19.67,1582.0,126.2,5,3,1100000.0
44000.0,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5,4,270000.0
80000.0,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.76,7,5,640000.0
125000.0,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,7,5,650000.0
13500.0,Petrol,Individual,Manual,First Owner,15.37,1196.0,73.0,5,3,409999.0
75000.0,Petrol,Individual,Manual,First Owner,17.92,1086.0,62.1,5,9,165000.0
120000.0,Petrol,Individual,Manual,Second Owner,13.2,1495.0,94.0,5,13,80000.0
120000.0,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,7,8,535000.0
70000.0,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.57,7,7,700000.0
70000.0,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5,7,550000.0
15000.0,Petrol,Individual,Automatic,First Owner,19.0,1199.0,88.76,5,1,680000.0
53000.0,Petrol,Individual,Manual,Second Owner,20.36,1197.0,78.9,5,11,200000.0
120000.0,Diesel,Individual,Manual,Second Owner,23.4,1248.0,74.0,5,6,500000.0
70000.0,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,7,4,1000000.0
120000.0,Petrol,Individual,Manual,Second Owner,14.2,1341.0,82.9,5,12,110000.0
100000.0,Petrol,Individual,Manual,Second Owner,18.5,1197.0,80.0,5,8,320000.0
100000.0,Petrol,Individual,Manual,First Owner,20.4,1197.0,83.11,5,5,350000.0
162500.0,Diesel,Individual,Manual,First Owner,19.4,1405.0,70.0,5,7,170000.0
39000.0,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5,3,800000.0
75000.0,Diesel,Individual,Manual,First Owner,26.8,1248.0,74.0,5,3,500000.0
50000.0,Diesel,Individual,Automatic,First Owner,17.6,2179.0,153.86,7,3,1380000.0
40000.0,Diesel,Individual,Manual,First Owner,17.3,1497.0,121.0,8,1,1300000.0
92500.0,Diesel,Individual,Manual,First Owner,22.32,1582.0,126.3,5,7,530000.0
158000.0,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5,8,360000.0
120000.0,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,5,8,310000.0
50000.0,Diesel,Individual,Manual,Second Owner,26.0,1498.0,98.6,5,5,725000.0
110000.0,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,5,8,340000.0
2000.0,Diesel,Individual,Manual,Second Owner,25.4,1186.0,73.97,5,3,550000.0
181000.0,Diesel,Individual,Manual,Second Owner,11.5,2982.0,171.0,7,9,1150000.0
70000.0,Diesel,Individual,Manual,First Owner,27.28,1047.0,69.0,5,4,380000.0
90000.0,Petrol,Individual,Automatic,Second Owner,17.97,1498.0,99.6,5,7,350000.0
2000.0,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.86,5,1,610000.0
20000.0,Petrol,Individual,Manual,First Owner,20.85,1197.0,83.14,5,5,525000.0
120000.0,Diesel,Individual,Manual,First Owner,12.8,2494.0,102.0,7,9,480000.0
35000.0,Diesel,Individual,Manual,First Owner,16.55,2498.0,105.0,6,3,780000.0
193000.0,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,5,8,320000.0
80000.0,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5,6,375000.0
40000.0,Petrol,Individual,Manual,First Owner,19.02,1198.0,67.05,5,1,300000.0
70000.0,Diesel,Individual,Manual,Fourth & Above Owner,22.54,1396.0,88.73,5,5,500000.0
122358.0,Diesel,Individual,Manual,First Owner,12.05,2179.0,120.0,9,9,404000.0
75000.0,Diesel,Individual,Manual,First Owner,14.07,2956.0,69.01,7,5,500000.0
120000.0,Diesel,Individual,Manual,First Owner,27.28,1047.0,69.0,5,3,350000.0
40000.0,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,5,5,380000.0
95200.0,Petrol,Individual,Manual,Third Owner,13.2,1495.0,94.0,5,12,114999.0
33033.0,Petrol,Dealer,Manual,First Owner,19.4,1198.0,86.8,5,6,335000.0
63063.0,Petrol,Dealer,Automatic,First Owner,18.9,1197.0,82.0,5,5,465000.0
60000.0,Diesel,Individual,Manual,First Owner,21.02,1248.0,88.76,5,8,290000.0
45000.0,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5,15,110000.0
80000.0,Diesel,Individual,Manual,Third Owner,11.57,2179.0,138.1,7,9,450000.0
170000.0,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,7,11,400000.0
207890.0,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,7,13,210000.0
7976.0,Diesel,Individual,Automatic,First Owner,17.9,2143.0,170.0,5,2,4600000.0
35000.0,Petrol,Individual,Manual,First Owner,16.8,796.0,34.2,8,4,220000.0
35000.0,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5,3,450000.0
50000.0,Petrol,Individual,Automatic,First Owner,16.95,1197.0,78.9,5,7,290000.0
20000.0,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5,4,520000.0
20000.0,Petrol,Individual,Automatic,First Owner,16.95,1197.0,78.9,5,9,265000.0
50000.0,Petrol,Individual,Manual,Second Owner,18.6,1197.0,85.8,5,8,330000.0
120000.0,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7,6,509999.0
70000.0,Petrol,Individual,Manual,First Owner,17.1,1591.0,121.3,5,6,500000.0
50000.0,Petrol,Individual,Manual,First Owner,17.19,1197.0,81.86,5,5,525000.0
16500.0,Petrol,Individual,Manual,First Owner,21.01,1197.0,81.8,5,1,675000.0
70000.0,Petrol,Individual,Manual,First Owner,17.0,1197.0,80.0,5,10,300000.0
99361.0,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5,15,90000.0
25000.0,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5,3,650000.0
70000.0,Petrol,Individual,Manual,Second Owner,19.1,1197.0,85.8,5,6,409000.0
80000.0,Diesel,Individual,Manual,Second Owner,24.0,1120.0,70.0,5,5,395000.0
70000.0,Petrol,Individual,Manual,Second Owner,19.1,1197.0,85.8,5,6,400000.0
60000.0,Petrol,Individual,Manual,Third Owner,18.6,1199.0,79.4,5,8,120000.0
10000.0,Petrol,Individual,Automatic,First Owner,20.3,1199.0,84.0,5,2,645000.0
80000.0,Petrol,Individual,Manual,First Owner,16.1,796.0,37.0,4,14,81000.0
30000.0,Diesel,Individual,Manual,First Owner,25.6,1498.0,97.9,5,3,1300000.0
33000.0,Diesel,Individual,Manual,First Owner,25.6,1498.0,97.9,5,3,1250000.0
90000.0,Petrol,Individual,Manual,Third Owner,16.02,1373.0,93.7,7,7,535000.0
80100.0,Diesel,Individual,Manual,Second Owner,19.01,1461.0,108.5,5,6,555000.0
120000.0,Petrol,Individual,Manual,First Owner,17.4,1497.0,117.3,5,6,725000.0
40000.0,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5,4,229999.0
